potential,value_eur,wage_eur,movement_reactions,mentality_composure
73.0,600000.0,9000.0,68.0,75.0
73.0,1500000.0,14000.0,68.0,65.0
73.0,350000.0,7000.0,70.0,69.0
73.0,550000.0,3000.0,66.0,66.0
73.0,800000.0,5000.0,73.0,70.0
73.0,1400000.0,15000.0,68.0,73.0
73.0,550000.0,16000.0,70.0,75.0
73.0,2900000.0,16000.0,65.0,71.0
73.0,1600000.0,40000.0,71.0,66.0
73.0,600000.0,9000.0,72.0,73.0
73.0,1900000.0,14000.0,72.0,70.0
73.0,800000.0,9000.0,78.0,78.0
73.0,1100000.0,15000.0,68.0,62.0
73.0,2000000.0,14000.0,70.0,73.0
73.0,1000000.0,31000.0,74.0,78.0
73.0,800000.0,9000.0,66.0,72.0
73.0,350000.0,10000.0,72.0,50.0
73.0,350000.0,6000.0,69.0,60.0
73.0,1900000.0,18000.0,70.0,81.0
73.0,525000.0,5000.0,72.0,61.0
73.0,1400000.0,8000.0,77.0,77.0
73.0,1500000.0,40000.0,70.0,58.0
73.0,1000000.0,16000.0,72.0,41.0
73.0,925000.0,750.0,69.0,72.0
73.0,525000.0,40000.0,71.0,60.0
73.0,1000000.0,31000.0,69.0,56.0
73.0,1000000.0,11000.0,64.0,66.0
73.0,800000.0,8000.0,61.0,71.0
73.0,2400000.0,39000.0,73.0,77.0
73.0,2400000.0,14000.0,73.0,70.0
73.0,2400000.0,6000.0,65.0,72.0
73.0,350000.0,9000.0,70.0,44.0
73.0,1900000.0,25000.0,75.0,76.0
73.0,1900000.0,9000.0,75.0,72.0
73.0,1000000.0,13000.0,67.0,76.0
73.0,2000000.0,25000.0,72.0,75.0
73.0,1000000.0,7000.0,64.0,47.0
73.0,1500000.0,26000.0,68.0,74.0
73.0,2100000.0,24000.0,73.0,68.0
73.0,2400000.0,13000.0,70.0,66.0
73.0,1000000.0,15000.0,64.0,70.0
73.0,350000.0,13000.0,65.0,52.0
73.0,2500000.0,7000.0,72.0,71.0
73.0,1500000.0,32000.0,72.0,70.0
73.0,350000.0,5000.0,71.0,57.0
73.0,1900000.0,12000.0,70.0,69.0
73.0,3000000.0,21000.0,71.0,68.0
73.0,1500000.0,8000.0,73.0,57.0
73.0,3000000.0,45000.0,70.0,75.0
73.0,1500000.0,17000.0,75.0,58.0
73.0,1000000.0,11000.0,64.0,69.0
73.0,2100000.0,31000.0,74.0,75.0
73.0,2500000.0,25000.0,74.0,53.0
73.0,1900000.0,14000.0,70.0,66.0
73.0,975000.0,3000.0,63.0,66.0
73.0,2900000.0,1000.0,68.0,72.0
73.0,2100000.0,12000.0,71.0,68.0
73.0,2900000.0,37000.0,70.0,68.0
75.0,2600000.0,27000.0,69.0,47.0
73.0,2100000.0,24000.0,70.0,71.0
73.0,1900000.0,1000.0,74.0,76.0
73.0,2100000.0,31000.0,73.0,78.0
73.0,3000000.0,1000.0,70.0,72.0
73.0,2500000.0,11000.0,75.0,75.0
73.0,2500000.0,30000.0,67.0,67.0
74.0,2800000.0,24000.0,70.0,65.0
73.0,1600000.0,13000.0,68.0,59.0
73.0,2600000.0,10000.0,71.0,74.0
73.0,2000000.0,8000.0,66.0,67.0
73.0,2100000.0,20000.0,77.0,79.0
73.0,1500000.0,14000.0,70.0,75.0
73.0,2700000.0,7000.0,72.0,71.0
73.0,1900000.0,8000.0,69.0,75.0
73.0,2200000.0,20000.0,67.0,62.0
73.0,2500000.0,20000.0,73.0,70.0
73.0,2500000.0,13000.0,66.0,75.0
73.0,1500000.0,6000.0,73.0,50.0
73.0,2000000.0,6000.0,70.0,75.0
73.0,2100000.0,700.0,70.0,65.0
73.0,1000000.0,16000.0,71.0,58.0
73.0,2600000.0,25000.0,72.0,72.0
73.0,1900000.0,32000.0,74.0,74.0
73.0,2100000.0,14000.0,72.0,69.0
73.0,1400000.0,8000.0,78.0,76.0
73.0,2600000.0,19000.0,71.0,63.0
73.0,2500000.0,30000.0,67.0,81.0
73.0,2000000.0,15000.0,72.0,68.0
73.0,1500000.0,650.0,67.0,67.0
73.0,2500000.0,21000.0,68.0,62.0
73.0,2500000.0,34000.0,65.0,70.0
73.0,3000000.0,45000.0,74.0,71.0
73.0,1500000.0,13000.0,70.0,68.0
73.0,2500000.0,7000.0,76.0,78.0
73.0,1900000.0,22000.0,76.0,78.0
73.0,1500000.0,26000.0,65.0,52.0
73.0,3000000.0,8000.0,73.0,70.0
73.0,2500000.0,25000.0,72.0,68.0
73.0,2200000.0,15000.0,67.0,68.0
73.0,1600000.0,24000.0,67.0,70.0
73.0,2500000.0,34000.0,66.0,75.0
73.0,2000000.0,700.0,68.0,56.0
73.0,2500000.0,12000.0,71.0,58.0
73.0,2100000.0,20000.0,72.0,68.0
80.0,6000000.0,20000.0,64.0,74.0
73.0,2500000.0,22000.0,69.0,74.0
73.0,3000000.0,43000.0,73.0,72.0
73.0,1100000.0,9000.0,70.0,66.0
73.0,2000000.0,20000.0,71.0,65.0
73.0,1000000.0,8000.0,68.0,53.0
73.0,2900000.0,11000.0,70.0,69.0
73.0,3100000.0,11000.0,74.0,70.0
73.0,2500000.0,12000.0,67.0,70.0
73.0,1500000.0,15000.0,69.0,72.0
73.0,2500000.0,22000.0,78.0,83.0
73.0,3300000.0,12000.0,74.0,65.0
73.0,2400000.0,30000.0,73.0,69.0
73.0,2000000.0,12000.0,61.0,54.0
73.0,2500000.0,14000.0,71.0,74.0
73.0,2600000.0,12000.0,68.0,66.0
73.0,2900000.0,7000.0,70.0,64.0
75.0,2800000.0,21000.0,72.0,55.0
73.0,2500000.0,11000.0,71.0,75.0
73.0,2600000.0,7000.0,74.0,72.0
73.0,2200000.0,17000.0,68.0,61.0
73.0,3000000.0,28000.0,70.0,71.0
73.0,2500000.0,7000.0,75.0,69.0
73.0,3000000.0,22000.0,73.0,75.0
73.0,2900000.0,13000.0,69.0,77.0
73.0,2800000.0,15000.0,68.0,69.0
73.0,2100000.0,20000.0,66.0,71.0
73.0,3000000.0,14000.0,73.0,76.0
73.0,3100000.0,14000.0,67.0,61.0
73.0,350000.0,4000.0,67.0,53.0
73.0,2900000.0,28000.0,73.0,74.0
73.0,2500000.0,10000.0,69.0,68.0
73.0,2500000.0,38000.0,73.0,73.0
73.0,2800000.0,22000.0,69.0,64.0
73.0,2500000.0,13000.0,70.0,70.0
73.0,2100000.0,32000.0,71.0,70.0
73.0,2900000.0,16000.0,73.0,73.0
73.0,2700000.0,18000.0,70.0,65.0
73.0,2600000.0,6000.0,70.0,71.0
73.0,3100000.0,1000.0,73.0,76.0
73.0,2600000.0,5000.0,73.0,74.0
73.0,3000000.0,29000.0,71.0,70.0
73.0,975000.0,3000.0,74.0,73.0
73.0,2900000.0,11000.0,75.0,69.0
73.0,3100000.0,24000.0,68.0,70.0
73.0,2800000.0,22000.0,69.0,70.0
73.0,1200000.0,9000.0,67.0,66.0
73.0,3000000.0,22000.0,72.0,71.0
73.0,2500000.0,22000.0,72.0,72.0
73.0,2700000.0,7000.0,62.0,75.0
74.0,2400000.0,31000.0,73.0,62.0
73.0,2600000.0,22000.0,76.0,69.0
73.0,3300000.0,14000.0,74.0,74.0
73.0,975000.0,3000.0,69.0,70.0
73.0,2700000.0,22000.0,67.0,69.0
73.0,2000000.0,4000.0,68.0,60.0
74.0,3600000.0,11000.0,66.0,66.0
73.0,3100000.0,14000.0,74.0,74.0
73.0,3100000.0,12000.0,68.0,82.0
73.0,3200000.0,20000.0,74.0,72.0
73.0,3100000.0,20000.0,60.0,71.0
76.0,3000000.0,28000.0,70.0,53.0
73.0,2500000.0,22000.0,66.0,64.0
73.0,2700000.0,950.0,70.0,72.0
74.0,3100000.0,19000.0,66.0,72.0
73.0,1600000.0,8000.0,72.0,45.0
73.0,2100000.0,16000.0,70.0,66.0
73.0,2100000.0,23000.0,68.0,69.0
73.0,3000000.0,33000.0,74.0,73.0
73.0,3200000.0,9000.0,70.0,67.0
76.0,3000000.0,15000.0,71.0,55.0
73.0,1500000.0,9000.0,71.0,65.0
73.0,2100000.0,23000.0,72.0,67.0
73.0,2900000.0,18000.0,70.0,69.0
73.0,2700000.0,28000.0,73.0,60.0
73.0,1400000.0,11000.0,73.0,67.0
77.0,3200000.0,12000.0,69.0,35.0
73.0,2800000.0,21000.0,71.0,54.0
73.0,2500000.0,850.0,75.0,75.0
76.0,4000000.0,23000.0,71.0,73.0
76.0,4000000.0,37000.0,74.0,68.0
73.0,2900000.0,18000.0,69.0,76.0
73.0,3000000.0,12000.0,68.0,74.0
73.0,2900000.0,32000.0,73.0,77.0
73.0,3100000.0,8000.0,67.0,75.0
73.0,3300000.0,40000.0,71.0,76.0
74.0,3300000.0,15000.0,69.0,68.0
74.0,3300000.0,28000.0,74.0,72.0
73.0,3000000.0,12000.0,62.0,65.0
73.0,3200000.0,18000.0,76.0,78.0
73.0,2700000.0,27000.0,69.0,65.0
76.0,3000000.0,5000.0,62.0,57.0
74.0,3100000.0,31000.0,71.0,68.0
73.0,2700000.0,22000.0,68.0,68.0
73.0,3000000.0,1000.0,80.0,80.0
73.0,3100000.0,9000.0,73.0,72.0
73.0,3100000.0,22000.0,72.0,73.0
73.0,2000000.0,12000.0,64.0,70.0
74.0,2900000.0,15000.0,69.0,69.0
75.0,3100000.0,31000.0,74.0,67.0
73.0,3100000.0,12000.0,68.0,74.0
73.0,1500000.0,15000.0,63.0,67.0
73.0,2900000.0,25000.0,74.0,70.0
73.0,3100000.0,22000.0,69.0,66.0
74.0,3600000.0,1000.0,69.0,71.0
73.0,2100000.0,20000.0,72.0,70.0
73.0,2600000.0,15000.0,68.0,64.0
73.0,2600000.0,17000.0,70.0,76.0
73.0,3000000.0,5000.0,68.0,67.0
74.0,3500000.0,14000.0,73.0,74.0
73.0,3100000.0,1000.0,68.0,76.0
73.0,3000000.0,9000.0,70.0,68.0
74.0,2300000.0,600.0,66.0,53.0
73.0,3000000.0,36000.0,72.0,70.0
73.0,3000000.0,950.0,73.0,69.0
76.0,4000000.0,22000.0,65.0,68.0
74.0,3100000.0,19000.0,69.0,69.0
73.0,3300000.0,25000.0,67.0,64.0
75.0,3300000.0,33000.0,70.0,72.0
75.0,3200000.0,18000.0,73.0,69.0
73.0,2500000.0,16000.0,65.0,64.0
75.0,3300000.0,16000.0,72.0,75.0
75.0,3100000.0,10000.0,73.0,72.0
74.0,3600000.0,40000.0,70.0,68.0
73.0,3200000.0,24000.0,75.0,73.0
75.0,3500000.0,13000.0,68.0,68.0
74.0,3500000.0,22000.0,76.0,66.0
73.0,3200000.0,6000.0,73.0,76.0
76.0,4000000.0,34000.0,70.0,76.0
73.0,2100000.0,9000.0,72.0,64.0
73.0,3000000.0,19000.0,69.0,73.0
74.0,2900000.0,16000.0,70.0,64.0
75.0,3500000.0,20000.0,69.0,71.0
73.0,3300000.0,45000.0,66.0,59.0
73.0,2100000.0,6000.0,65.0,66.0
73.0,1400000.0,16000.0,70.0,64.0
74.0,3500000.0,8000.0,71.0,64.0
73.0,3000000.0,9000.0,70.0,64.0
73.0,2900000.0,37000.0,69.0,68.0
73.0,2000000.0,20000.0,67.0,68.0
74.0,3600000.0,25000.0,71.0,76.0
75.0,3200000.0,31000.0,65.0,60.0
76.0,3600000.0,57000.0,70.0,71.0
78.0,4000000.0,20000.0,67.0,62.0
73.0,3100000.0,9000.0,70.0,68.0
78.0,3600000.0,8000.0,69.0,40.0
75.0,3200000.0,36000.0,67.0,69.0
76.0,3000000.0,6000.0,70.0,51.0
73.0,2500000.0,11000.0,76.0,69.0
74.0,3500000.0,18000.0,69.0,80.0
73.0,3300000.0,8000.0,68.0,71.0
73.0,3200000.0,43000.0,70.0,62.0
75.0,3700000.0,34000.0,71.0,70.0
75.0,3300000.0,19000.0,68.0,62.0
76.0,4100000.0,21000.0,68.0,67.0
73.0,1100000.0,1000.0,66.0,67.0
74.0,3100000.0,18000.0,69.0,64.0
73.0,2900000.0,18000.0,70.0,72.0
73.0,2900000.0,12000.0,70.0,73.0
73.0,2400000.0,2000.0,67.0,59.0
75.0,3200000.0,24000.0,57.0,63.0
73.0,3100000.0,14000.0,66.0,63.0
79.0,3800000.0,11000.0,71.0,50.0
73.0,3000000.0,8000.0,69.0,66.0
74.0,3300000.0,23000.0,67.0,58.0
75.0,2600000.0,12000.0,65.0,56.0
73.0,3000000.0,25000.0,72.0,60.0
73.0,1900000.0,14000.0,74.0,76.0
75.0,3300000.0,12000.0,74.0,67.0
73.0,2100000.0,7000.0,70.0,70.0
73.0,2400000.0,18000.0,75.0,69.0
73.0,2100000.0,11000.0,71.0,73.0
74.0,2300000.0,11000.0,63.0,62.0
73.0,3000000.0,1000.0,69.0,59.0
73.0,2000000.0,9000.0,71.0,44.0
74.0,3600000.0,8000.0,78.0,75.0
73.0,3000000.0,14000.0,72.0,67.0
73.0,3000000.0,12000.0,72.0,71.0
76.0,3500000.0,15000.0,69.0,64.0
73.0,2600000.0,14000.0,70.0,74.0
73.0,3300000.0,25000.0,76.0,69.0
75.0,3300000.0,13000.0,66.0,63.0
78.0,4300000.0,19000.0,73.0,67.0
73.0,3200000.0,10000.0,70.0,75.0
76.0,3600000.0,31000.0,65.0,66.0
73.0,2200000.0,29000.0,71.0,71.0
73.0,2200000.0,14000.0,69.0,69.0
75.0,2600000.0,850.0,67.0,23.0
73.0,2600000.0,34000.0,75.0,65.0
73.0,3200000.0,10000.0,69.0,73.0
76.0,4000000.0,28000.0,74.0,71.0
76.0,3500000.0,12000.0,71.0,53.0
73.0,2800000.0,22000.0,62.0,61.0
73.0,350000.0,6000.0,73.0,42.0
73.0,1000000.0,2000.0,61.0,64.0
73.0,3000000.0,1000.0,71.0,65.0
73.0,2100000.0,27000.0,68.0,71.0
74.0,2800000.0,17000.0,64.0,65.0
74.0,3600000.0,8000.0,68.0,67.0
75.0,3800000.0,18000.0,70.0,75.0
73.0,3000000.0,17000.0,71.0,60.0
74.0,3100000.0,5000.0,67.0,70.0
76.0,4000000.0,16000.0,67.0,72.0
76.0,3700000.0,9000.0,74.0,65.0
73.0,2800000.0,16000.0,68.0,55.0
76.0,3600000.0,30000.0,72.0,55.0
73.0,2500000.0,19000.0,64.0,68.0
73.0,2100000.0,18000.0,71.0,56.0
74.0,3600000.0,39000.0,74.0,68.0
77.0,3900000.0,9000.0,71.0,67.0
73.0,2800000.0,22000.0,59.0,62.0
73.0,2800000.0,23000.0,71.0,65.0
76.0,4000000.0,25000.0,72.0,66.0
77.0,3800000.0,11000.0,71.0,68.0
76.0,4000000.0,14000.0,67.0,75.0
73.0,1600000.0,700.0,71.0,58.0
75.0,3800000.0,7000.0,67.0,66.0
76.0,3600000.0,10000.0,75.0,73.0
76.0,2800000.0,10000.0,69.0,66.0
73.0,2000000.0,700.0,67.0,65.0
75.0,3700000.0,20000.0,73.0,73.0
79.0,3800000.0,650.0,59.0,48.0
74.0,3300000.0,9000.0,66.0,62.0
73.0,3000000.0,10000.0,68.0,69.0
81.0,6500000.0,5000.0,72.0,74.0
80.0,5500000.0,10000.0,70.0,66.0
78.0,4400000.0,15000.0,75.0,73.0
73.0,3000000.0,10000.0,71.0,63.0
74.0,3600000.0,11000.0,66.0,68.0
75.0,3400000.0,13000.0,70.0,72.0
80.0,5000000.0,25000.0,71.0,51.0
76.0,3700000.0,15000.0,71.0,59.0
73.0,2600000.0,12000.0,72.0,77.0
73.0,2800000.0,11000.0,73.0,66.0
73.0,2400000.0,15000.0,74.0,73.0
73.0,1500000.0,9000.0,67.0,50.0
73.0,3100000.0,20000.0,64.0,62.0
79.0,4400000.0,8000.0,72.0,70.0
78.0,4100000.0,19000.0,68.0,70.0
78.0,4600000.0,12000.0,73.0,71.0
82.0,7000000.0,8000.0,75.0,65.0
77.0,4000000.0,16000.0,75.0,74.0
73.0,2100000.0,1000.0,70.0,74.0
80.0,6000000.0,28000.0,68.0,64.0
78.0,4700000.0,1000.0,71.0,75.0
73.0,3200000.0,19000.0,71.0,59.0
76.0,3700000.0,13000.0,69.0,70.0
74.0,3600000.0,18000.0,62.0,73.0
73.0,3200000.0,44000.0,70.0,66.0
73.0,2500000.0,20000.0,72.0,57.0
76.0,4000000.0,8000.0,76.0,65.0
73.0,2000000.0,14000.0,71.0,63.0
76.0,3600000.0,37000.0,72.0,69.0
74.0,2800000.0,24000.0,72.0,68.0
78.0,4300000.0,14000.0,69.0,63.0
79.0,4800000.0,28000.0,64.0,56.0
73.0,3100000.0,47000.0,76.0,76.0
76.0,4000000.0,13000.0,70.0,69.0
74.0,3600000.0,2000.0,67.0,67.0
79.0,4800000.0,19000.0,65.0,67.0
80.0,6000000.0,14000.0,75.0,71.0
73.0,2400000.0,14000.0,70.0,79.0
73.0,2700000.0,8000.0,70.0,72.0
78.0,4700000.0,27000.0,72.0,68.0
76.0,3600000.0,700.0,70.0,64.0
80.0,6000000.0,12000.0,71.0,79.0
77.0,3800000.0,16000.0,67.0,75.0
80.0,6000000.0,11000.0,76.0,74.0
73.0,2600000.0,8000.0,68.0,71.0
75.0,3800000.0,20000.0,69.0,69.0
79.0,4500000.0,11000.0,72.0,68.0
73.0,3200000.0,13000.0,69.0,63.0
73.0,3200000.0,8000.0,68.0,71.0
76.0,4200000.0,11000.0,71.0,77.0
74.0,3600000.0,19000.0,69.0,67.0
74.0,3600000.0,9000.0,70.0,65.0
73.0,3300000.0,8000.0,60.0,65.0
80.0,6000000.0,23000.0,72.0,66.0
78.0,4100000.0,750.0,72.0,71.0
73.0,3200000.0,1000.0,66.0,71.0
79.0,4800000.0,31000.0,65.0,63.0
74.0,3600000.0,12000.0,82.0,65.0
73.0,2500000.0,12000.0,72.0,62.0
73.0,3000000.0,21000.0,67.0,75.0
73.0,3300000.0,12000.0,73.0,80.0
73.0,3100000.0,8000.0,67.0,68.0
78.0,4200000.0,21000.0,68.0,71.0
77.0,4000000.0,48000.0,64.0,64.0
76.0,3700000.0,29000.0,71.0,68.0
76.0,3700000.0,12000.0,71.0,73.0
76.0,4000000.0,33000.0,68.0,64.0
77.0,3500000.0,14000.0,67.0,45.0
76.0,4000000.0,8000.0,73.0,71.0
73.0,2500000.0,20000.0,65.0,66.0
80.0,6000000.0,47000.0,67.0,76.0
73.0,3000000.0,46000.0,75.0,65.0
80.0,6000000.0,22000.0,66.0,73.0
78.0,4600000.0,12000.0,70.0,72.0
73.0,3000000.0,22000.0,74.0,71.0
73.0,3200000.0,950.0,68.0,70.0
80.0,6000000.0,9000.0,67.0,66.0
76.0,3700000.0,38000.0,75.0,64.0
80.0,6000000.0,33000.0,69.0,58.0
73.0,3200000.0,13000.0,71.0,76.0
80.0,5500000.0,750.0,69.0,72.0
74.0,3600000.0,7000.0,68.0,68.0
76.0,975000.0,3000.0,72.0,76.0
79.0,4800000.0,16000.0,63.0,68.0
76.0,4000000.0,10000.0,70.0,62.0
75.0,3800000.0,25000.0,71.0,71.0
73.0,2500000.0,16000.0,65.0,62.0
80.0,5500000.0,18000.0,74.0,70.0
73.0,3000000.0,12000.0,76.0,68.0
78.0,4100000.0,28000.0,70.0,72.0
76.0,3700000.0,9000.0,71.0,75.0
73.0,2100000.0,11000.0,62.0,54.0
73.0,2100000.0,21000.0,70.0,62.0
73.0,2500000.0,11000.0,64.0,64.0
73.0,3100000.0,9000.0,73.0,70.0
73.0,3000000.0,30000.0,74.0,67.0
73.0,1600000.0,26000.0,71.0,55.0
73.0,3100000.0,20000.0,77.0,69.0
73.0,3000000.0,20000.0,71.0,72.0
73.0,3600000.0,16000.0,78.0,72.0
73.0,1500000.0,26000.0,68.0,67.0
73.0,2600000.0,27000.0,66.0,73.0
73.0,3100000.0,11000.0,67.0,63.0
73.0,2700000.0,14000.0,66.0,62.0
73.0,3100000.0,11000.0,71.0,64.0
73.0,3600000.0,17000.0,71.0,54.0
73.0,3100000.0,19000.0,71.0,68.0
73.0,550000.0,15000.0,72.0,64.0
73.0,3000000.0,22000.0,73.0,76.0
73.0,3000000.0,15000.0,67.0,70.0
73.0,2600000.0,20000.0,71.0,69.0
73.0,3400000.0,30000.0,78.0,60.0
73.0,3200000.0,9000.0,64.0,61.0
73.0,3600000.0,19000.0,72.0,77.0
73.0,3600000.0,12000.0,73.0,75.0
73.0,3200000.0,8000.0,73.0,66.0
73.0,1900000.0,31000.0,73.0,66.0
73.0,3400000.0,15000.0,68.0,57.0
73.0,3400000.0,22000.0,80.0,74.0
73.0,3400000.0,19000.0,70.0,76.0
73.0,3400000.0,11000.0,82.0,74.0
73.0,3000000.0,32000.0,71.0,72.0
79.0,4400000.0,20000.0,67.0,69.0
73.0,2700000.0,13000.0,72.0,72.0
73.0,2800000.0,18000.0,70.0,74.0
80.0,5500000.0,43000.0,71.0,63.0
78.0,4600000.0,34000.0,69.0,72.0
73.0,2100000.0,14000.0,67.0,66.0
77.0,3900000.0,12000.0,74.0,70.0
80.0,6000000.0,24000.0,68.0,75.0
82.0,7000000.0,31000.0,71.0,75.0
73.0,975000.0,3000.0,76.0,76.0
78.0,4300000.0,16000.0,69.0,65.0
79.0,4900000.0,17000.0,69.0,65.0
79.0,4500000.0,20000.0,70.0,64.0
73.0,1000000.0,650.0,72.0,64.0
80.0,6000000.0,28000.0,65.0,67.0
75.0,3500000.0,18000.0,70.0,65.0
73.0,3300000.0,20000.0,76.0,70.0
80.0,6000000.0,6000.0,63.0,64.0
75.0,3500000.0,20000.0,73.0,69.0
81.0,6500000.0,11000.0,65.0,68.0
73.0,1900000.0,12000.0,69.0,71.0
81.0,7000000.0,34000.0,72.0,71.0
74.0,3500000.0,35000.0,71.0,74.0
82.0,7000000.0,6000.0,69.0,78.0
73.0,2600000.0,6000.0,71.0,72.0
78.0,4400000.0,12000.0,68.0,69.0
73.0,3300000.0,9000.0,71.0,69.0
73.0,3100000.0,8000.0,70.0,70.0
76.0,3800000.0,6000.0,66.0,64.0
84.0,6500000.0,650.0,73.0,63.0
75.0,3400000.0,7000.0,68.0,67.0
81.0,6500000.0,9000.0,70.0,67.0
85.0,6500000.0,5000.0,71.0,44.0
79.0,4800000.0,750.0,74.0,60.0
77.0,4300000.0,19000.0,73.0,60.0
80.0,6000000.0,17000.0,73.0,72.0
74.0,3600000.0,14000.0,66.0,67.0
80.0,6000000.0,29000.0,67.0,68.0
73.0,2500000.0,13000.0,74.0,65.0
73.0,2200000.0,9000.0,72.0,63.0
79.0,4400000.0,28000.0,72.0,73.0
80.0,5500000.0,16000.0,69.0,69.0
73.0,2800000.0,23000.0,65.0,66.0
76.0,3700000.0,9000.0,65.0,65.0
80.0,5500000.0,28000.0,71.0,69.0
73.0,2500000.0,12000.0,69.0,81.0
78.0,4000000.0,22000.0,69.0,69.0
80.0,6000000.0,19000.0,70.0,72.0
81.0,6500000.0,17000.0,73.0,70.0
78.0,4400000.0,20000.0,71.0,77.0
80.0,6000000.0,23000.0,74.0,71.0
82.0,6500000.0,32000.0,67.0,67.0
79.0,4800000.0,35000.0,75.0,69.0
79.0,4400000.0,13000.0,72.0,73.0
77.0,4400000.0,15000.0,69.0,67.0
73.0,3100000.0,19000.0,77.0,67.0
73.0,2700000.0,11000.0,73.0,63.0
73.0,2500000.0,27000.0,64.0,46.0
73.0,3000000.0,23000.0,70.0,57.0
73.0,2900000.0,12000.0,73.0,66.0
80.0,6000000.0,20000.0,64.0,74.0
78.0,4000000.0,20000.0,69.0,66.0
78.0,4300000.0,15000.0,65.0,63.0
82.0,6000000.0,7000.0,65.0,52.0
78.0,4600000.0,21000.0,68.0,66.0
82.0,6500000.0,6000.0,73.0,77.0
80.0,6000000.0,11000.0,69.0,62.0
81.0,6500000.0,15000.0,62.0,80.0
79.0,4800000.0,19000.0,69.0,62.0
73.0,2500000.0,17000.0,69.0,68.0
80.0,6000000.0,20000.0,70.0,68.0
82.0,6500000.0,21000.0,67.0,63.0
79.0,4900000.0,19000.0,71.0,72.0
81.0,6500000.0,25000.0,61.0,70.0
82.0,6500000.0,10000.0,61.0,59.0
73.0,3000000.0,900.0,71.0,64.0
76.0,3700000.0,11000.0,65.0,57.0
79.0,4300000.0,17000.0,65.0,62.0
73.0,3200000.0,8000.0,70.0,70.0
74.0,2400000.0,6000.0,70.0,34.0
77.0,4400000.0,7000.0,74.0,74.0
79.0,3900000.0,8000.0,67.0,66.0
73.0,2800000.0,1000.0,70.0,73.0
78.0,4200000.0,9000.0,72.0,60.0
78.0,4700000.0,51000.0,72.0,72.0
79.0,4400000.0,18000.0,66.0,65.0
76.0,4000000.0,24000.0,73.0,71.0
82.0,7000000.0,71000.0,73.0,77.0
76.0,4100000.0,16000.0,69.0,65.0
74.0,3200000.0,32000.0,68.0,68.0
76.0,3500000.0,7000.0,72.0,71.0
77.0,3900000.0,21000.0,70.0,65.0
81.0,7000000.0,15000.0,67.0,67.0
73.0,3300000.0,40000.0,72.0,65.0
78.0,3700000.0,8000.0,71.0,58.0
80.0,5500000.0,16000.0,71.0,66.0
80.0,6000000.0,31000.0,68.0,67.0
76.0,3800000.0,6000.0,63.0,68.0
76.0,4000000.0,19000.0,69.0,73.0
81.0,7000000.0,35000.0,69.0,62.0
77.0,4000000.0,750.0,73.0,74.0
83.0,6500000.0,26000.0,66.0,73.0
77.0,3800000.0,1000.0,62.0,66.0
76.0,4000000.0,1000.0,72.0,69.0
76.0,4000000.0,1000.0,70.0,70.0
77.0,4400000.0,14000.0,69.0,71.0
79.0,4900000.0,14000.0,65.0,66.0
79.0,4400000.0,52000.0,69.0,62.0
78.0,4200000.0,11000.0,70.0,72.0
76.0,4000000.0,9000.0,69.0,74.0
84.0,6000000.0,26000.0,73.0,63.0
83.0,7000000.0,31000.0,70.0,70.0
76.0,4000000.0,23000.0,65.0,65.0
74.0,2800000.0,10000.0,71.0,67.0
80.0,6000000.0,15000.0,74.0,72.0
82.0,6500000.0,19000.0,73.0,68.0
79.0,4800000.0,19000.0,72.0,62.0
82.0,7000000.0,40000.0,66.0,78.0
80.0,5500000.0,8000.0,71.0,72.0
74.0,3200000.0,10000.0,72.0,67.0
82.0,6500000.0,42000.0,68.0,55.0
76.0,3600000.0,6000.0,68.0,67.0
80.0,6000000.0,10000.0,65.0,75.0
85.0,7500000.0,49000.0,71.0,77.0
84.0,6500000.0,35000.0,67.0,58.0
79.0,3800000.0,7000.0,62.0,57.0
79.0,4800000.0,35000.0,70.0,71.0
79.0,4900000.0,21000.0,68.0,72.0
80.0,6000000.0,14000.0,64.0,69.0
76.0,3700000.0,19000.0,67.0,60.0
76.0,3500000.0,15000.0,69.0,65.0
73.0,1500000.0,10000.0,70.0,74.0
78.0,4700000.0,38000.0,64.0,69.0
82.0,7000000.0,750.0,69.0,64.0
83.0,7000000.0,17000.0,73.0,72.0
73.0,2600000.0,22000.0,68.0,76.0
79.0,4900000.0,6000.0,69.0,70.0
74.0,3100000.0,12000.0,71.0,74.0
84.0,6500000.0,650.0,66.0,62.0
82.0,7000000.0,19000.0,72.0,65.0
82.0,6500000.0,7000.0,73.0,76.0
75.0,3400000.0,19000.0,72.0,72.0
76.0,4000000.0,43000.0,74.0,69.0
79.0,4300000.0,18000.0,62.0,53.0
82.0,6500000.0,21000.0,69.0,69.0
73.0,2400000.0,850.0,74.0,83.0
87.0,7000000.0,29000.0,69.0,70.0
82.0,6500000.0,17000.0,72.0,58.0
83.0,6500000.0,10000.0,66.0,71.0
83.0,7000000.0,11000.0,62.0,70.0
82.0,7000000.0,18000.0,72.0,71.0
82.0,6500000.0,14000.0,76.0,73.0
78.0,4200000.0,11000.0,71.0,73.0
84.0,6000000.0,23000.0,65.0,62.0
77.0,3800000.0,12000.0,69.0,72.0
79.0,4400000.0,12000.0,63.0,59.0
73.0,3000000.0,1000.0,69.0,65.0
84.0,6500000.0,10000.0,73.0,78.0
81.0,6500000.0,11000.0,66.0,57.0
85.0,7500000.0,650.0,74.0,75.0
